date	close
12:11:29.076000	-5316.92
12:11:29.076000	-3554.42
12:11:29.076000	-3413.42
12:11:29.076000	-2708.42
12:11:29.076000	-2637.92
12:11:29.076000	-1791.92
12:11:29.076000	-1580.42
12:11:29.076000	-29.42
12:14:04.658000	-1792.92
12:14:04.658000	-100.44
12:14:04.658000	-29.92
12:17:24.676000	-1793.42
12:17:24.676000	-30.42
12:20:44.700000	-1792.92
12:22:46.183000	-30.42
12:24:44.727000	-1792.92
12:24:44.727000	-3555.42
12:25:04.883000	-3590.67
12:25:04.883000	-5317.92
12:26:35.345000	-3555.42
12:26:42.286000	-1792.92
12:26:44.608000	-30.42
12:28:44.772000	-1475.67
12:28:44.772000	-1792.92
12:28:44.772000	-3555.42
12:30:39.528000	-5317.42
12:30:39.528000	-7079.42
12:30:39.528000	-7290.86
12:30:39.528000	-8524.26
12:30:39.528000	-8841.42
12:30:39.528000	-10004.34
12:30:39.528000	-10603.42
12:30:39.528000	-10638.66
12:30:39.528000	-10850.1
12:30:39.528000	-11272.98
12:30:39.528000	-11766.34
12:30:39.528000	-12365.42
12:30:39.528000	-14127.42
12:30:39.528000	-15889.42
12:30:39.528000	-17651.42
12:32:22.505000	-1877.34
12:32:22.505000	-46.42
